graph_id,n,m,edges,best_k,best_ordering,best_coloring,num_orderings,num_optimal_orderings,has_hamiltonian_path,max_degree,avg_degree,clique_number,num_deg_ge_2,num_deg_ge_3,num_deg_ge_5,num_isolated,num_components,component_sizes,density
87,3,0,[],1,"[0, 1, 2]","{""0"": 1, ""1"": 1, ""2"": 1}",6,6,0,0,0.0,1,0,0,0,3,3,"[1, 1, 1]",0
88,6,9,"[[0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [1, 4], [2, 5], [3, 4], [3, 5]]",3,"[1, 2, 0, 4, 5, 3]","{""0"": 1, ""4"": 2, ""2"": 3, ""5"": 3, ""1"": 2, ""3"": 1}",720,60,1,5,3.0,3,6,4,1,0,1,[6],0.6
89,11,22,"[[0, 1], [0, 3], [0, 4], [0, 8], [1, 2], [1, 7], [1, 9], [2, 7], [2, 8], [2, 9], [3, 4], [3, 5], [3, 6], [4, 8], [4, 10], [5, 6], [5, 7], [5, 9], [6, 8], [6, 10], [7, 10], [9, 10]]",6,"[6, 3, 5, 4, 10, 8, 9, 0, 2, 7, 1]","{""10"": 1, ""0"": 2, ""4"": 3, ""5"": 4, ""9"": 5, ""7"": 4, ""8"": 6, ""2"": 3, ""3"": 2, ""6"": 5, ""1"": 1}",512,10,1,4,4.0,3,11,11,0,0,1,[11],0.4
90,4,3,"[[0, 1], [1, 2], [1, 3]]",2,"[0, 1, 2, 3]","{""2"": 1, ""1"": 2, ""3"": 2, ""0"": 1}",24,12,0,3,1.5,2,1,1,0,0,1,[4],0.5
91,5,2,"[[0, 2], [3, 4]]",1,"[0, 2, 1, 3, 4]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1}",120,24,0,1,0.8,2,0,0,0,1,3,"[2, 2, 1]",0.2
92,7,21,"[[0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [2, 3], [2, 4], [2, 5], [2, 6], [3, 4], [3, 5], [3, 6], [4, 5], [4, 6], [5, 6]]",6,"[0, 1, 2, 3, 4, 5, 6]","{""1"": 1, ""2"": 2, ""3"": 3, ""4"": 4, ""5"": 5, ""0"": 6, ""6"": 6}",5040,5040,1,6,6.0,7,7,7,7,0,1,[7],1.0
93,2,1,"[[0, 1]]",1,"[0, 1]","{""0"": 1, ""1"": 1}",2,2,1,1,1.0,2,0,0,0,0,1,[2],1.0
94,8,9,"[[0, 2], [0, 4], [0, 6], [1, 3], [1, 5], [1, 7], [2, 3], [4, 5], [6, 7]]",3,"[0, 2, 3, 4, 1, 5, 6, 7]","{""6"": 1, ""0"": 1, ""4"": 2, ""1"": 3, ""5"": 2, ""2"": 3, ""3"": 3, ""7"": 3}",40320,2784,1,3,2.25,2,8,2,0,0,1,[8],0.32142857142857145
95,7,3,"[[0, 4], [1, 5], [4, 6]]",1,"[0, 4, 6, 1, 5, 2, 3]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1}",5040,96,0,2,0.8571428571428571,2,1,0,0,2,4,"[3, 2, 1, 1]",0.14285714285714285
96,6,2,"[[0, 1], [4, 5]]",1,"[0, 1, 2, 3, 4, 5]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",720,96,0,1,0.6666666666666666,2,0,0,0,2,4,"[2, 2, 1, 1]",0.13333333333333333
97,4,0,[],1,"[0, 1, 2, 3]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1}",24,24,0,0,0.0,1,0,0,0,4,4,"[1, 1, 1, 1]",0
98,3,3,"[[0, 1], [0, 2], [1, 2]]",2,"[0, 1, 2]","{""1"": 1, ""0"": 2, ""2"": 2}",6,6,1,2,2.0,3,3,0,0,0,1,[3],1.0
99,7,5,"[[1, 2], [2, 3], [2, 4], [3, 4], [4, 6]]",2,"[0, 1, 2, 3, 4, 5, 6]","{""3"": 1, ""4"": 2, ""5"": 1, ""2"": 2, ""6"": 2, ""0"": 1, ""1"": 1}",5040,216,0,3,1.4285714285714286,3,3,2,0,2,3,"[5, 1, 1]",0.23809523809523808
100,5,7,"[[0, 2], [0, 3], [0, 4], [1, 3], [1, 4], [2, 4], [3, 4]]",2,"[1, 3, 4, 0, 2]","{""0"": 1, ""3"": 1, ""4"": 2, ""1"": 2, ""2"": 2}",120,2,1,4,2.8,3,5,3,0,0,1,[5],0.7
101,5,10,"[[0, 1], [0, 2], [0, 3], [0, 4], [1, 2], [1, 3], [1, 4], [2, 3], [2, 4], [3, 4]]",4,"[0, 1, 2, 3, 4]","{""1"": 1, ""2"": 2, ""3"": 3, ""0"": 4, ""4"": 4}",120,120,1,4,4.0,5,5,5,0,0,1,[5],1.0
102,12,11,"[[0, 3], [0, 4], [1, 2], [1, 4], [1, 9], [2, 7], [2, 9], [3, 10], [4, 9], [4, 11], [5, 11]]",4,"[4, 0, 1, 9, 11, 3, 2, 5, 10, 7, 6, 8]","{""9"": 1, ""1"": 2, ""2"": 2, ""3"": 3, ""11"": 4, ""0"": 3, ""5"": 1, ""4"": 4, ""10"": 3, ""7"": 2, ""6"": 1, ""8"": 1}",512,23,0,4,1.8333333333333333,3,7,4,0,2,3,"[10, 1, 1]",0.16666666666666666
103,2,1,"[[0, 1]]",1,"[0, 1]","{""0"": 1, ""1"": 1}",2,2,1,1,1.0,2,0,0,0,0,1,[2],1.0
104,2,1,"[[0, 1]]",1,"[0, 1]","{""0"": 1, ""1"": 1}",2,2,1,1,1.0,2,0,0,0,0,1,[2],1.0
105,4,2,"[[0, 1], [2, 3]]",1,"[0, 1, 2, 3]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1}",24,8,0,1,1.0,2,0,0,0,0,2,"[2, 2]",0.3333333333333333
106,9,8,"[[0, 1], [1, 2], [2, 4], [3, 4], [3, 5], [4, 6], [6, 8], [7, 8]]",2,"[0, 1, 2, 4, 3, 6, 5, 8, 7]","{""3"": 1, ""5"": 1, ""6"": 2, ""4"": 2, ""8"": 2, ""0"": 1, ""1"": 1, ""2"": 1, ""7"": 1}",512,4,0,3,1.7777777777777777,2,6,1,0,0,1,[9],0.2222222222222222
107,3,1,"[[1, 2]]",1,"[0, 1, 2]","{""0"": 1, ""1"": 1, ""2"": 1}",6,4,0,1,0.6666666666666666,2,0,0,0,1,2,"[2, 1]",0.3333333333333333
108,2,1,"[[0, 1]]",1,"[0, 1]","{""0"": 1, ""1"": 1}",2,2,1,1,1.0,2,0,0,0,0,1,[2],1.0
109,3,0,[],1,"[0, 1, 2]","{""0"": 1, ""1"": 1, ""2"": 1}",6,6,0,0,0.0,1,0,0,0,3,3,"[1, 1, 1]",0
110,2,1,"[[0, 1]]",1,"[0, 1]","{""0"": 1, ""1"": 1}",2,2,1,1,1.0,2,0,0,0,0,1,[2],1.0
111,4,2,"[[0, 2], [1, 2]]",1,"[0, 2, 1, 3]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1}",24,4,0,2,1.0,2,1,0,0,1,2,"[3, 1]",0.3333333333333333
112,8,1,"[[0, 3]]",1,"[0, 3, 1, 2, 4, 5, 6, 7]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 1}",40320,10080,0,1,0.25,2,0,0,0,6,7,"[2, 1, 1, 1, 1, 1, 1]",0.03571428571428571
113,4,0,[],1,"[0, 1, 2, 3]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1}",24,24,0,0,0.0,1,0,0,0,4,4,"[1, 1, 1, 1]",0
114,2,1,"[[0, 1]]",1,"[0, 1]","{""0"": 1, ""1"": 1}",2,2,1,1,1.0,2,0,0,0,0,1,[2],1.0
115,7,21,"[[0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [2, 3], [2, 4], [2, 5], [2, 6], [3, 4], [3, 5], [3, 6], [4, 5], [4, 6], [5, 6]]",6,"[0, 1, 2, 3, 4, 5, 6]","{""1"": 1, ""2"": 2, ""3"": 3, ""4"": 4, ""5"": 5, ""0"": 6, ""6"": 6}",5040,5040,1,6,6.0,7,7,7,7,0,1,[7],1.0
116,4,2,"[[0, 2], [2, 3]]",1,"[0, 2, 3, 1]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1}",24,4,0,2,1.0,2,1,0,0,1,2,"[3, 1]",0.3333333333333333
117,7,21,"[[0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [2, 3], [2, 4], [2, 5], [2, 6], [3, 4], [3, 5], [3, 6], [4, 5], [4, 6], [5, 6]]",6,"[0, 1, 2, 3, 4, 5, 6]","{""1"": 1, ""2"": 2, ""3"": 3, ""4"": 4, ""5"": 5, ""0"": 6, ""6"": 6}",5040,5040,1,6,6.0,7,7,7,7,0,1,[7],1.0
118,12,62,"[[0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [0, 8], [0, 9], [0, 10], [0, 11], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [1, 8], [1, 9], [1, 10], [1, 11], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [2, 9], [2, 10], [2, 11], [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [3, 10], [3, 11], [4, 5], [4, 6], [4, 7], [4, 8], [4, 9], [4, 10], [4, 11], [5, 7], [5, 8], [5, 9], [5, 10], [6, 7], [6, 8], [6, 9], [6, 10], [6, 11], [7, 8], [7, 9], [7, 10], [7, 11], [8, 9], [8, 10], [8, 11], [9, 10], [9, 11], [10, 11]]",10,"[5, 0, 1, 2, 3, 4, 7, 8, 9, 10, 6, 11]","{""1"": 1, ""2"": 2, ""3"": 3, ""4"": 4, ""7"": 5, ""8"": 6, ""9"": 7, ""0"": 8, ""6"": 9, ""10"": 10, ""11"": 8, ""5"": 9}",512,31,1,11,10.333333333333334,9,12,12,12,0,1,[12],0.9393939393939394
119,4,0,[],1,"[0, 1, 2, 3]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1}",24,24,0,0,0.0,1,0,0,0,4,4,"[1, 1, 1, 1]",0
120,6,8,"[[0, 2], [0, 3], [0, 4], [1, 2], [1, 3], [2, 3], [2, 4], [3, 5]]",2,"[4, 0, 2, 3, 1, 5]","{""0"": 1, ""2"": 2, ""3"": 1, ""1"": 2, ""4"": 2, ""5"": 1}",720,2,1,4,2.6666666666666665,3,5,3,0,0,1,[6],0.5333333333333333
121,5,4,"[[0, 3], [1, 2], [1, 4], [3, 4]]",1,"[0, 3, 4, 1, 2]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1}",120,2,1,2,1.6,2,3,0,0,0,1,[5],0.4
122,2,1,"[[0, 1]]",1,"[0, 1]","{""0"": 1, ""1"": 1}",2,2,1,1,1.0,2,0,0,0,0,1,[2],1.0
123,6,10,"[[0, 2], [0, 4], [0, 5], [1, 4], [1, 5], [2, 3], [2, 4], [2, 5], [3, 4], [4, 5]]",3,"[0, 2, 4, 5, 3, 1]","{""4"": 1, ""5"": 2, ""2"": 3, ""3"": 3, ""0"": 2, ""1"": 1}",720,24,1,5,3.3333333333333335,4,6,4,1,0,1,[6],0.6666666666666666
124,5,5,"[[0, 1], [1, 3], [1, 4], [2, 3], [2, 4]]",2,"[0, 1, 3, 2, 4]","{""1"": 1, ""2"": 2, ""3"": 2, ""4"": 1, ""0"": 1}",120,16,1,3,2.0,2,4,1,0,0,1,[5],0.5
125,2,1,"[[0, 1]]",1,"[0, 1]","{""0"": 1, ""1"": 1}",2,2,1,1,1.0,2,0,0,0,0,1,[2],1.0
126,9,36,"[[0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [0, 7], [0, 8], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [1, 8], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [4, 5], [4, 6], [4, 7], [4, 8], [5, 6], [5, 7], [5, 8], [6, 7], [6, 8], [7, 8]]",8,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","{""1"": 1, ""2"": 2, ""3"": 3, ""4"": 4, ""5"": 5, ""6"": 6, ""7"": 7, ""0"": 8, ""8"": 8}",512,512,1,8,8.0,9,9,9,9,0,1,[9],1.0
127,5,1,"[[0, 2]]",1,"[0, 2, 1, 3, 4]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1}",120,48,0,1,0.4,2,0,0,0,3,4,"[2, 1, 1, 1]",0.1
128,6,13,"[[0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [1, 2], [1, 3], [1, 4], [1, 5], [2, 3], [2, 4], [3, 4], [3, 5]]",4,"[2, 0, 1, 3, 4, 5]","{""1"": 1, ""3"": 2, ""0"": 3, ""4"": 4, ""2"": 4, ""5"": 3}",720,96,1,5,4.333333333333333,5,6,6,3,0,1,[6],0.8666666666666667
129,7,6,"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6]]",1,"[0, 1, 2, 3, 4, 5, 6]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1}",5040,2,1,2,1.7142857142857142,2,5,0,0,0,1,[7],0.2857142857142857
130,8,10,"[[0, 1], [0, 2], [0, 3], [1, 2], [1, 3], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7]]",3,"[0, 1, 2, 3, 4, 5, 6, 7]","{""1"": 1, ""2"": 2, ""0"": 3, ""3"": 3, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 1}",40320,828,1,4,2.5,4,7,4,0,0,1,[8],0.35714285714285715
131,6,5,"[[0, 1], [0, 2], [0, 3], [0, 4], [0, 5]]",3,"[1, 2, 0, 3, 4, 5]","{""0"": 1, ""3"": 2, ""4"": 3, ""2"": 2, ""5"": 1, ""1"": 1}",720,240,0,5,1.6666666666666667,2,1,1,1,0,1,[6],0.3333333333333333
132,5,4,"[[0, 1], [1, 3], [2, 3], [2, 4]]",1,"[0, 1, 3, 2, 4]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1}",120,2,1,2,1.6,2,3,0,0,0,1,[5],0.4
133,6,5,"[[0, 2], [1, 3], [1, 4], [3, 4], [4, 5]]",2,"[0, 2, 1, 3, 4, 5]","{""3"": 1, ""1"": 2, ""4"": 2, ""0"": 1, ""2"": 1, ""5"": 1}",720,64,0,3,1.6666666666666667,3,3,1,0,0,2,"[4, 2]",0.3333333333333333
134,3,2,"[[0, 1], [1, 2]]",1,"[0, 1, 2]","{""0"": 1, ""1"": 1, ""2"": 1}",6,2,1,2,1.3333333333333333,2,1,0,0,0,1,[3],0.6666666666666666
135,12,11,"[[0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [0, 7], [0, 8], [0, 9], [0, 10], [0, 11]]",6,"[3, 7, 11, 9, 2, 0, 4, 6, 5, 8, 10, 1]","{""0"": 1, ""4"": 2, ""5"": 3, ""6"": 4, ""8"": 5, ""10"": 6, ""1"": 1, ""2"": 2, ""7"": 3, ""9"": 4, ""11"": 5, ""3"": 1}",512,85,0,11,1.8333333333333333,2,1,1,1,0,1,[12],0.16666666666666666
136,7,9,"[[0, 1], [1, 2], [2, 3], [2, 4], [2, 5], [2, 6], [3, 4], [3, 5], [3, 6]]",3,"[0, 1, 4, 2, 3, 5, 6]","{""2"": 1, ""3"": 2, ""5"": 3, ""4"": 2, ""6"": 1, ""1"": 1, ""0"": 1}",5040,204,0,5,2.5714285714285716,3,6,2,1,0,1,[7],0.42857142857142855
137,12,24,"[[0, 4], [0, 5], [1, 2], [1, 3], [1, 4], [1, 5], [1, 7], [1, 10], [2, 4], [2, 6], [2, 7], [3, 4], [3, 6], [3, 10], [5, 7], [5, 9], [5, 10], [6, 7], [6, 9], [7, 11], [8, 10], [8, 11], [9, 10], [10, 11]]",6,"[0, 5, 4, 1, 9, 7, 10, 2, 3, 6, 11, 8]","{""2"": 1, ""3"": 2, ""7"": 3, ""10"": 4, ""1"": 5, ""9"": 6, ""4"": 2, ""6"": 5, ""5"": 1, ""11"": 3, ""8"": 4, ""0"": 2}",512,4,1,6,4.0,3,12,10,4,0,1,[12],0.36363636363636365
138,7,6,"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6]]",1,"[0, 1, 2, 3, 4, 5, 6]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1}",5040,2,1,2,1.7142857142857142,2,5,0,0,0,1,[7],0.2857142857142857
139,5,4,"[[0, 1], [1, 2], [1, 3], [3, 4]]",2,"[0, 1, 2, 3, 4]","{""2"": 1, ""1"": 2, ""3"": 2, ""0"": 1, ""4"": 1}",120,32,0,3,1.6,2,2,1,0,0,1,[5],0.4
140,5,4,"[[0, 1], [0, 4], [1, 3], [2, 4]]",1,"[2, 4, 0, 1, 3]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1}",120,2,1,2,1.6,2,3,0,0,0,1,[5],0.4
141,6,5,"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]",1,"[0, 1, 2, 3, 4, 5]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",720,2,1,2,1.6666666666666667,2,4,0,0,0,1,[6],0.3333333333333333
142,7,17,"[[0, 1], [0, 2], [0, 3], [0, 4], [0, 6], [1, 2], [1, 3], [1, 4], [1, 5], [2, 3], [2, 4], [2, 5], [2, 6], [3, 6], [4, 5], [4, 6], [5, 6]]",4,"[3, 0, 1, 2, 6, 4, 5]","{""2"": 1, ""1"": 2, ""6"": 3, ""0"": 4, ""4"": 4, ""3"": 3, ""5"": 2}",5040,12,1,6,4.857142857142857,4,7,7,5,0,1,[7],0.8095238095238095
143,2,0,[],1,"[0, 1]","{""0"": 1, ""1"": 1}",2,2,0,0,0.0,1,0,0,0,2,2,"[1, 1]",0
144,3,2,"[[0, 1], [1, 2]]",1,"[0, 1, 2]","{""0"": 1, ""1"": 1, ""2"": 1}",6,2,1,2,1.3333333333333333,2,1,0,0,0,1,[3],0.6666666666666666
145,6,5,"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]",1,"[0, 1, 2, 3, 4, 5]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",720,2,1,2,1.6666666666666667,2,4,0,0,0,1,[6],0.3333333333333333
146,8,2,"[[3, 4], [5, 6]]",1,"[0, 1, 2, 3, 4, 5, 6, 7]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 1}",40320,2880,0,1,0.5,2,0,0,0,4,6,"[2, 2, 1, 1, 1, 1]",0.07142857142857142
147,5,1,"[[0, 1]]",1,"[0, 1, 2, 3, 4]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1}",120,48,0,1,0.4,2,0,0,0,3,4,"[2, 1, 1, 1]",0.1
148,4,1,"[[0, 3]]",1,"[0, 3, 1, 2]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1}",24,12,0,1,0.5,2,0,0,0,2,3,"[2, 1, 1]",0.16666666666666666
149,7,4,"[[0, 2], [3, 4], [4, 5], [5, 6]]",1,"[0, 2, 1, 3, 4, 5, 6]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1}",5040,24,0,2,1.1428571428571428,2,2,0,0,1,3,"[4, 2, 1]",0.19047619047619047
150,4,1,"[[0, 1]]",1,"[0, 1, 2, 3]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1}",24,12,0,1,0.5,2,0,0,0,2,3,"[2, 1, 1]",0.16666666666666666
151,4,1,"[[0, 2]]",1,"[0, 2, 1, 3]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1}",24,12,0,1,0.5,2,0,0,0,2,3,"[2, 1, 1]",0.16666666666666666
152,12,48,"[[0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [0, 7], [0, 8], [0, 9], [0, 10], [0, 11], [1, 2], [1, 3], [1, 5], [1, 7], [1, 8], [1, 9], [1, 10], [1, 11], [2, 3], [2, 4], [2, 5], [2, 7], [2, 9], [3, 4], [3, 5], [3, 7], [3, 8], [3, 9], [3, 10], [3, 11], [4, 5], [4, 6], [4, 7], [4, 9], [5, 6], [5, 7], [5, 9], [5, 10], [6, 7], [6, 8], [6, 10], [7, 9], [7, 10], [8, 10], [9, 10], [9, 11], [10, 11]]",9,"[4, 8, 9, 2, 3, 7, 0, 5, 6, 1, 10, 11]","{""0"": 1, ""2"": 2, ""3"": 3, ""5"": 4, ""7"": 5, ""1"": 6, ""6"": 7, ""9"": 8, ""8"": 9, ""10"": 9, ""11"": 8, ""4"": 6}",512,12,1,11,8.0,7,12,12,12,0,1,[12],0.7272727272727273
153,5,4,"[[0, 1], [1, 4], [2, 3], [3, 4]]",1,"[0, 1, 4, 3, 2]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1}",120,2,1,2,1.6,2,3,0,0,0,1,[5],0.4
154,5,4,"[[0, 4], [1, 4], [2, 3], [3, 4]]",2,"[0, 1, 4, 2, 3]","{""1"": 1, ""2"": 1, ""4"": 2, ""0"": 2, ""3"": 2}",120,32,0,3,1.6,2,2,1,0,0,1,[5],0.4
155,3,1,"[[1, 2]]",1,"[0, 1, 2]","{""0"": 1, ""1"": 1, ""2"": 1}",6,4,0,1,0.6666666666666666,2,0,0,0,1,2,"[2, 1]",0.3333333333333333
156,6,8,"[[0, 1], [0, 2], [0, 3], [1, 2], [1, 3], [2, 3], [3, 5], [4, 5]]",3,"[0, 1, 2, 3, 4, 5]","{""1"": 1, ""2"": 2, ""3"": 3, ""0"": 3, ""4"": 1, ""5"": 2}",720,72,1,4,2.6666666666666665,4,5,4,0,0,1,[6],0.5333333333333333
157,12,11,"[[0, 3], [1, 6], [1, 8], [2, 3], [2, 11], [3, 4], [3, 9], [4, 6], [4, 7], [5, 11], [9, 10]]",3,"[0, 3, 2, 11, 5, 4, 7, 6, 1, 8, 9, 10]","{""3"": 1, ""9"": 1, ""4"": 2, ""7"": 3, ""2"": 3, ""5"": 3, ""6"": 2, ""11"": 3, ""1"": 2, ""8"": 2, ""0"": 1, ""10"": 1}",512,2,0,4,1.8333333333333333,2,7,2,0,0,1,[12],0.16666666666666666
158,2,1,"[[0, 1]]",1,"[0, 1]","{""0"": 1, ""1"": 1}",2,2,1,1,1.0,2,0,0,0,0,1,[2],1.0
159,8,3,"[[0, 4], [2, 6], [5, 7]]",1,"[0, 4, 1, 2, 6, 3, 5, 7]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 1}",40320,960,0,1,0.75,2,0,0,0,2,5,"[2, 2, 2, 1, 1]",0.10714285714285714
160,7,6,"[[0, 1], [0, 5], [1, 2], [2, 3], [3, 4], [4, 6]]",1,"[5, 0, 1, 2, 3, 4, 6]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1}",5040,2,1,2,1.7142857142857142,2,5,0,0,0,1,[7],0.2857142857142857
161,7,6,"[[0, 4], [1, 3], [2, 3], [2, 6], [3, 4], [3, 5]]",2,"[0, 1, 4, 3, 2, 5, 6]","{""1"": 1, ""4"": 2, ""3"": 1, ""2"": 2, ""5"": 1, ""0"": 2, ""6"": 2}",5040,96,0,4,1.7142857142857142,2,3,1,0,0,1,[7],0.2857142857142857
162,4,0,[],1,"[0, 1, 2, 3]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1}",24,24,0,0,0.0,1,0,0,0,4,4,"[1, 1, 1, 1]",0
163,2,1,"[[0, 1]]",1,"[0, 1]","{""0"": 1, ""1"": 1}",2,2,1,1,1.0,2,0,0,0,0,1,[2],1.0
164,3,2,"[[0, 1], [1, 2]]",1,"[0, 1, 2]","{""0"": 1, ""1"": 1, ""2"": 1}",6,2,1,2,1.3333333333333333,2,1,0,0,0,1,[3],0.6666666666666666
165,5,4,"[[0, 3], [1, 4], [2, 4], [3, 4]]",2,"[0, 1, 3, 4, 2]","{""1"": 1, ""3"": 2, ""0"": 2, ""4"": 1, ""2"": 1}",120,32,0,3,1.6,2,2,1,0,0,1,[5],0.4
166,4,3,"[[0, 1], [1, 2], [2, 3]]",1,"[0, 1, 2, 3]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1}",24,2,1,2,1.5,2,2,0,0,0,1,[4],0.5
167,2,0,[],1,"[0, 1]","{""0"": 1, ""1"": 1}",2,2,0,0,0.0,1,0,0,0,2,2,"[1, 1]",0
168,5,10,"[[0, 1], [0, 2], [0, 3], [0, 4], [1, 2], [1, 3], [1, 4], [2, 3], [2, 4], [3, 4]]",4,"[0, 1, 2, 3, 4]","{""1"": 1, ""2"": 2, ""3"": 3, ""0"": 4, ""4"": 4}",120,120,1,4,4.0,5,5,5,0,0,1,[5],1.0
169,5,3,"[[1, 2], [2, 3], [3, 4]]",1,"[0, 1, 2, 3, 4]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1}",120,4,0,2,1.2,2,2,0,0,1,2,"[4, 1]",0.3
170,9,8,"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8]]",1,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 1, ""8"": 1}",512,1,1,2,1.7777777777777777,2,7,0,0,0,1,[9],0.2222222222222222
171,5,2,"[[0, 2], [0, 3]]",1,"[1, 2, 0, 3, 4]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1}",120,12,0,2,0.8,2,1,0,0,2,3,"[3, 1, 1]",0.2
172,2,1,"[[0, 1]]",1,"[0, 1]","{""0"": 1, ""1"": 1}",2,2,1,1,1.0,2,0,0,0,0,1,[2],1.0
173,12,17,"[[0, 3], [0, 5], [1, 2], [1, 3], [1, 4], [1, 5], [2, 3], [2, 4], [2, 10], [3, 4], [3, 9], [4, 8], [5, 6], [5, 7], [9, 10], [9, 11], [10, 11]]",4,"[6, 5, 0, 1, 7, 3, 2, 4, 9, 10, 8, 11]","{""1"": 1, ""2"": 2, ""4"": 1, ""7"": 3, ""3"": 4, ""9"": 3, ""10"": 2, ""0"": 2, ""8"": 1, ""5"": 3, ""11"": 3, ""6"": 1}",512,1,0,5,2.8333333333333335,4,9,7,1,0,1,[12],0.25757575757575757
174,4,4,"[[0, 1], [0, 2], [0, 3], [1, 3]]",2,"[1, 0, 3, 2]","{""0"": 1, ""3"": 2, ""1"": 2, ""2"": 1}",24,8,1,3,2.0,3,3,1,0,0,1,[4],0.6666666666666666
175,2,0,[],1,"[0, 1]","{""0"": 1, ""1"": 1}",2,2,0,0,0.0,1,0,0,0,2,2,"[1, 1]",0
176,2,0,[],1,"[0, 1]","{""0"": 1, ""1"": 1}",2,2,0,0,0.0,1,0,0,0,2,2,"[1, 1]",0
177,3,1,"[[0, 1]]",1,"[0, 1, 2]","{""0"": 1, ""1"": 1, ""2"": 1}",6,4,0,1,0.6666666666666666,2,0,0,0,1,2,"[2, 1]",0.3333333333333333
178,2,0,[],1,"[0, 1]","{""0"": 1, ""1"": 1}",2,2,0,0,0.0,1,0,0,0,2,2,"[1, 1]",0
