graph_id,n,m,edges,best_k,best_ordering,best_coloring,num_orderings,num_optimal_orderings,image_path,max_degree,avg_degree,clique_number,num_deg_ge_2,num_deg_ge_3,num_deg_ge_5,num_isolated,num_components,component_sizes,density
63,8,14,"[[0, 1], [0, 2], [0, 6], [0, 7], [1, 2], [1, 6], [2, 4], [2, 5], [2, 6], [3, 5], [3, 6], [3, 7], [4, 6], [5, 7]]",3,"[3, 5, 7, 0, 2, 6, 1, 4]","{""6"": 1, ""2"": 2, ""0"": 3, ""3"": 1, ""5"": 2, ""7"": 3, ""1"": 3, ""4"": 2}",40320,24,out_dataset\three_color\graph_63.png,5,3.5,4,8,7,2,0,1,[8],0.5
64,8,9,"[[0, 2], [1, 2], [2, 3], [2, 5], [2, 6], [2, 7], [3, 4], [4, 6], [4, 7]]",3,"[0, 1, 5, 2, 3, 4, 6, 7]","{""2"": 1, ""6"": 2, ""1"": 2, ""3"": 3, ""4"": 3, ""5"": 3, ""7"": 1, ""0"": 1}",40320,216,out_dataset\three_color\graph_64.png,6,2.25,2,5,2,1,0,1,[8],0.32142857142857145
65,8,8,"[[0, 1], [0, 2], [0, 4], [1, 6], [2, 4], [2, 7], [3, 6], [4, 7]]",2,"[1, 6, 3, 0, 2, 4, 7, 5]","{""0"": 1, ""1"": 1, ""2"": 2, ""3"": 2, ""4"": 1, ""6"": 2, ""7"": 2, ""5"": 1}",40320,76,out_dataset\two_color\graph_65.png,3,2.0,3,6,3,0,1,2,"[7, 1]",0.2857142857142857
66,8,12,"[[0, 1], [0, 5], [0, 6], [0, 7], [1, 3], [1, 4], [1, 5], [1, 6], [2, 7], [3, 6], [3, 7], [5, 7]]",3,"[2, 3, 6, 7, 1, 0, 5, 4]","{""0"": 1, ""1"": 2, ""6"": 1, ""7"": 3, ""3"": 2, ""5"": 3, ""2"": 3, ""4"": 2}",40320,26,out_dataset\three_color\graph_66.png,5,3.0,3,6,6,1,0,1,[8],0.42857142857142855
67,8,8,"[[0, 1], [0, 4], [0, 5], [1, 4], [1, 6], [2, 3], [2, 4], [4, 6]]",2,"[2, 3, 5, 0, 4, 1, 6, 7]","{""4"": 1, ""2"": 1, ""0"": 2, ""1"": 2, ""3"": 2, ""5"": 2, ""6"": 1, ""7"": 1}",40320,44,out_dataset\two_color\graph_67.png,4,2.0,3,5,3,0,1,2,"[7, 1]",0.2857142857142857
68,8,13,"[[0, 1], [0, 3], [0, 4], [0, 6], [1, 3], [2, 3], [2, 6], [2, 7], [3, 5], [3, 7], [4, 7], [5, 6], [6, 7]]",3,"[1, 0, 4, 7, 3, 6, 2, 5]","{""3"": 1, ""6"": 2, ""0"": 2, ""4"": 3, ""7"": 3, ""1"": 1, ""2"": 3, ""5"": 1}",40320,6,out_dataset\three_color\graph_68.png,5,3.25,3,8,5,1,0,1,[8],0.4642857142857143
69,8,11,"[[0, 5], [1, 2], [1, 6], [2, 5], [2, 6], [2, 7], [3, 4], [3, 7], [4, 5], [4, 7], [5, 7]]",3,"[0, 1, 2, 5, 6, 3, 7, 4]","{""2"": 1, ""5"": 2, ""3"": 3, ""6"": 3, ""7"": 1, ""1"": 3, ""4"": 2, ""0"": 2}",40320,432,out_dataset\three_color\graph_69.png,4,2.75,3,7,4,0,0,1,[8],0.39285714285714285
70,8,7,"[[0, 3], [0, 4], [0, 5], [0, 7], [2, 3], [3, 6], [4, 6]]",2,"[1, 2, 3, 6, 4, 0, 5, 7]","{""0"": 1, ""3"": 1, ""4"": 2, ""5"": 2, ""6"": 2, ""7"": 1, ""1"": 1, ""2"": 1}",40320,32,out_dataset\two_color\graph_70.png,4,1.75,2,4,2,0,1,2,"[7, 1]",0.25
71,8,5,"[[0, 3], [0, 4], [1, 5], [2, 4], [3, 6]]",1,"[1, 5, 2, 4, 0, 3, 6, 7]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 1}",40320,24,out_dataset\one_color\graph_71.png,2,1.25,2,3,0,0,1,3,"[5, 2, 1]",0.17857142857142858
72,8,9,"[[0, 6], [1, 3], [1, 7], [2, 4], [2, 5], [3, 4], [3, 7], [4, 5], [5, 7]]",2,"[0, 6, 1, 3, 7, 4, 5, 2]","{""3"": 1, ""4"": 1, ""5"": 2, ""7"": 2, ""1"": 2, ""2"": 1, ""0"": 1, ""6"": 1}",40320,32,out_dataset\two_color\graph_72.png,3,2.25,3,6,4,0,0,2,"[6, 2]",0.32142857142857145
73,8,11,"[[0, 5], [0, 7], [1, 3], [1, 4], [2, 4], [2, 5], [2, 6], [2, 7], [3, 4], [3, 7], [4, 6]]",3,"[0, 5, 2, 6, 7, 3, 4, 1]","{""6"": 1, ""2"": 2, ""4"": 2, ""7"": 3, ""0"": 3, ""3"": 3, ""5"": 1, ""1"": 1}",40320,232,out_dataset\three_color\graph_73.png,4,2.75,3,8,4,0,0,1,[8],0.39285714285714285
74,8,11,"[[0, 7], [1, 2], [1, 4], [1, 5], [2, 5], [2, 6], [2, 7], [3, 4], [4, 6], [4, 7], [6, 7]]",3,"[0, 3, 4, 6, 7, 1, 2, 5]","{""7"": 1, ""6"": 2, ""0"": 1, ""1"": 3, ""2"": 2, ""4"": 3, ""3"": 2, ""5"": 1}",40320,144,out_dataset\three_color\graph_74.png,4,2.75,3,6,5,0,0,1,[8],0.39285714285714285
75,8,9,"[[0, 2], [0, 5], [1, 3], [1, 6], [2, 4], [2, 6], [3, 6], [4, 7], [6, 7]]",2,"[0, 5, 2, 4, 7, 6, 1, 3]","{""2"": 1, ""6"": 1, ""1"": 2, ""4"": 2, ""5"": 2, ""7"": 2, ""0"": 1, ""3"": 1}",40320,16,out_dataset\two_color\graph_75.png,4,2.25,3,7,2,0,0,1,[8],0.32142857142857145
76,8,9,"[[0, 2], [0, 3], [0, 6], [1, 3], [1, 7], [2, 6], [4, 6], [5, 7], [6, 7]]",2,"[4, 2, 6, 0, 3, 1, 7, 5]","{""6"": 1, ""7"": 1, ""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2, ""4"": 1, ""5"": 1}",40320,4,out_dataset\two_color\graph_76.png,4,2.25,3,6,3,0,0,1,[8],0.32142857142857145
77,8,10,"[[0, 2], [0, 5], [1, 3], [1, 5], [2, 3], [2, 6], [3, 4], [4, 5], [4, 7], [6, 7]]",3,"[0, 1, 2, 5, 3, 4, 6, 7]","{""2"": 1, ""3"": 2, ""5"": 3, ""6"": 1, ""1"": 2, ""4"": 3, ""0"": 3, ""7"": 2}",40320,584,out_dataset\three_color\graph_77.png,3,2.5,2,8,4,0,0,1,[8],0.35714285714285715
78,8,11,"[[0, 4], [0, 5], [1, 4], [1, 6], [2, 3], [2, 6], [3, 5], [3, 6], [4, 5], [4, 7], [6, 7]]",3,"[0, 1, 4, 5, 3, 6, 2, 7]","{""4"": 1, ""6"": 2, ""1"": 2, ""3"": 3, ""5"": 3, ""7"": 1, ""2"": 3, ""0"": 3}",40320,256,out_dataset\three_color\graph_78.png,4,2.75,3,8,4,0,0,1,[8],0.39285714285714285
79,8,12,"[[0, 2], [0, 5], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [2, 3], [3, 6], [4, 5], [4, 7], [5, 7]]",3,"[0, 2, 3, 6, 1, 4, 5, 7]","{""5"": 1, ""0"": 1, ""1"": 2, ""4"": 3, ""6"": 3, ""3"": 2, ""2"": 2, ""7"": 2}",40320,156,out_dataset\three_color\graph_79.png,5,3.0,4,8,5,1,0,1,[8],0.42857142857142855
80,8,10,"[[0, 4], [0, 5], [1, 4], [1, 5], [1, 7], [2, 3], [2, 4], [2, 6], [4, 6], [6, 7]]",3,"[0, 1, 5, 3, 2, 4, 6, 7]","{""1"": 1, ""4"": 2, ""7"": 1, ""0"": 2, ""2"": 3, ""3"": 3, ""5"": 3, ""6"": 3}",40320,748,out_dataset\three_color\graph_80.png,4,2.5,3,7,4,0,0,1,[8],0.35714285714285715
81,8,13,"[[0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [1, 2], [1, 5], [1, 6], [1, 7], [2, 3], [3, 6], [4, 5], [4, 7]]",3,"[3, 2, 6, 0, 1, 4, 5, 7]","{""0"": 1, ""1"": 2, ""4"": 3, ""6"": 3, ""2"": 2, ""5"": 1, ""3"": 1, ""7"": 2}",40320,12,out_dataset\three_color\graph_81.png,5,3.25,3,8,7,1,0,1,[8],0.4642857142857143
82,8,6,"[[0, 6], [0, 7], [2, 3], [2, 4], [2, 5], [4, 6]]",2,"[0, 6, 4, 7, 1, 2, 3, 5]","{""2"": 1, ""4"": 1, ""7"": 2, ""0"": 2, ""1"": 2, ""3"": 2, ""6"": 1, ""5"": 1}",40320,776,out_dataset\two_color\graph_82.png,3,1.5,2,4,1,0,1,2,"[7, 1]",0.21428571428571427
83,8,11,"[[0, 2], [0, 4], [0, 5], [0, 6], [1, 2], [1, 4], [2, 3], [2, 5], [2, 6], [2, 7], [4, 5]]",3,"[1, 4, 0, 5, 2, 3, 6, 7]","{""0"": 1, ""2"": 2, ""3"": 3, ""5"": 3, ""6"": 1, ""1"": 2, ""4"": 3, ""7"": 2}",40320,64,out_dataset\three_color\graph_83.png,6,2.75,3,6,4,1,0,1,[8],0.39285714285714285
84,8,12,"[[0, 1], [0, 3], [1, 5], [2, 5], [2, 6], [3, 4], [3, 5], [3, 6], [3, 7], [4, 5], [4, 6], [6, 7]]",3,"[0, 1, 2, 5, 3, 4, 6, 7]","{""2"": 1, ""3"": 2, ""4"": 3, ""5"": 3, ""6"": 1, ""0"": 2, ""1"": 3, ""7"": 2}",40320,78,out_dataset\three_color\graph_84.png,5,3.0,3,8,4,1,0,1,[8],0.42857142857142855
85,8,11,"[[0, 1], [0, 2], [0, 4], [1, 2], [1, 3], [1, 4], [1, 6], [1, 7], [3, 4], [4, 7], [5, 6]]",3,"[0, 2, 4, 1, 3, 5, 7, 6]","{""1"": 1, ""4"": 2, ""3"": 3, ""5"": 3, ""7"": 2, ""2"": 3, ""6"": 1, ""0"": 1}",40320,188,out_dataset\three_color\graph_85.png,6,2.75,3,7,3,1,0,1,[8],0.39285714285714285
86,8,7,"[[1, 2], [3, 4], [3, 5], [3, 6], [3, 7], [4, 5], [4, 6]]",2,"[0, 1, 2, 5, 4, 3, 6, 7]","{""3"": 1, ""4"": 2, ""6"": 2, ""5"": 1, ""7"": 1, ""0"": 1, ""1"": 1, ""2"": 1}",40320,144,out_dataset\two_color\graph_86.png,4,1.75,3,4,2,0,1,3,"[5, 2, 1]",0.25
87,8,8,"[[0, 2], [1, 3], [1, 5], [2, 3], [2, 4], [2, 5], [3, 5], [4, 7]]",2,"[0, 6, 7, 4, 2, 3, 5, 1]","{""2"": 1, ""0"": 1, ""3"": 2, ""4"": 2, ""5"": 1, ""6"": 2, ""7"": 2, ""1"": 2}",40320,52,out_dataset\two_color\graph_87.png,4,2.0,3,5,3,0,1,2,"[7, 1]",0.2857142857142857
88,8,15,"[[0, 3], [0, 4], [1, 3], [1, 4], [1, 6], [2, 3], [2, 6], [2, 7], [3, 4], [3, 5], [3, 7], [4, 6], [4, 7], [5, 6], [6, 7]]",4,"[0, 1, 2, 3, 4, 6, 7, 5]","{""3"": 1, ""4"": 2, ""2"": 3, ""6"": 4, ""1"": 4, ""7"": 3, ""0"": 2, ""5"": 1}",40320,304,out_dataset\other_color\graph_88.png,6,3.75,3,8,6,3,0,1,[8],0.5357142857142857
89,8,5,"[[0, 5], [2, 3], [4, 5], [4, 6], [5, 7]]",2,"[0, 1, 2, 3, 4, 5, 6, 7]","{""5"": 1, ""0"": 1, ""1"": 2, ""2"": 2, ""3"": 2, ""4"": 2, ""6"": 2, ""7"": 1}",40320,2320,out_dataset\two_color\graph_89.png,3,1.25,2,2,1,0,1,3,"[5, 2, 1]",0.17857142857142858
90,8,13,"[[0, 2], [0, 4], [0, 6], [0, 7], [1, 2], [1, 3], [1, 4], [2, 3], [3, 4], [3, 6], [3, 7], [4, 5], [4, 6]]",3,"[5, 1, 2, 4, 3, 0, 6, 7]","{""0"": 1, ""2"": 1, ""3"": 2, ""4"": 3, ""1"": 2, ""6"": 3, ""5"": 3, ""7"": 2}",40320,2,out_dataset\three_color\graph_90.png,5,3.25,3,7,6,2,0,1,[8],0.4642857142857143
91,8,6,"[[1, 2], [1, 7], [2, 4], [2, 6], [4, 6], [5, 7]]",2,"[0, 1, 7, 5, 2, 4, 6, 3]","{""2"": 1, ""1"": 1, ""4"": 2, ""5"": 2, ""7"": 2, ""6"": 1, ""0"": 1, ""3"": 1}",40320,752,out_dataset\two_color\graph_91.png,3,1.5,3,5,1,0,2,3,"[6, 1, 1]",0.21428571428571427
92,8,6,"[[1, 4], [1, 6], [2, 3], [2, 5], [2, 6], [4, 5]]",2,"[0, 1, 4, 5, 2, 6, 3, 7]","{""6"": 1, ""1"": 1, ""2"": 2, ""4"": 2, ""5"": 2, ""3"": 2, ""0"": 1, ""7"": 1}",40320,384,out_dataset\two_color\graph_92.png,3,1.5,2,5,1,0,2,3,"[6, 1, 1]",0.21428571428571427
93,8,10,"[[0, 3], [0, 4], [0, 6], [1, 3], [1, 4], [1, 7], [3, 4], [3, 6], [3, 7], [5, 6]]",3,"[0, 4, 3, 1, 6, 5, 2, 7]","{""1"": 1, ""3"": 2, ""6"": 3, ""7"": 2, ""0"": 3, ""2"": 3, ""4"": 1, ""5"": 3}",40320,524,out_dataset\three_color\graph_93.png,5,2.5,3,6,5,1,1,2,"[7, 1]",0.35714285714285715
94,8,10,"[[0, 1], [1, 2], [1, 3], [1, 4], [2, 3], [3, 6], [3, 7], [4, 5], [4, 7], [6, 7]]",3,"[0, 1, 2, 3, 4, 6, 7, 5]","{""3"": 1, ""4"": 2, ""6"": 3, ""2"": 3, ""7"": 1, ""1"": 2, ""5"": 2, ""0"": 1}",40320,486,out_dataset\three_color\graph_94.png,4,2.5,3,6,4,0,0,1,[8],0.35714285714285715
95,8,6,"[[1, 2], [2, 4], [3, 4], [3, 6], [4, 6], [4, 7]]",2,"[0, 1, 2, 3, 4, 6, 5, 7]","{""4"": 1, ""3"": 2, ""5"": 2, ""6"": 2, ""7"": 1, ""2"": 1, ""0"": 1, ""1"": 1}",40320,424,out_dataset\two_color\graph_95.png,4,1.5,3,4,1,0,2,3,"[6, 1, 1]",0.21428571428571427
96,8,9,"[[0, 6], [1, 2], [1, 4], [2, 3], [2, 5], [2, 7], [3, 6], [4, 6], [4, 7]]",3,"[0, 1, 4, 6, 2, 3, 7, 5]","{""4"": 1, ""2"": 2, ""3"": 3, ""6"": 3, ""7"": 1, ""1"": 2, ""0"": 3, ""5"": 2}",40320,872,out_dataset\three_color\graph_96.png,4,2.25,2,6,3,0,0,1,[8],0.32142857142857145
97,8,12,"[[0, 1], [0, 2], [0, 3], [0, 4], [1, 2], [1, 3], [1, 6], [2, 4], [3, 4], [3, 5], [4, 7], [5, 6]]",3,"[2, 0, 1, 4, 3, 5, 6, 7]","{""1"": 1, ""4"": 2, ""3"": 3, ""5"": 3, ""6"": 1, ""0"": 3, ""7"": 2, ""2"": 2}",40320,60,out_dataset\three_color\graph_97.png,4,3.0,3,7,5,0,0,1,[8],0.42857142857142855
98,8,11,"[[0, 2], [0, 5], [1, 4], [1, 7], [2, 3], [2, 4], [2, 6], [3, 7], [4, 6], [4, 7], [6, 7]]",3,"[0, 3, 5, 1, 2, 7, 4, 6]","{""2"": 1, ""7"": 2, ""1"": 3, ""3"": 2, ""5"": 3, ""0"": 1, ""4"": 3, ""6"": 1}",40320,156,out_dataset\three_color\graph_98.png,4,2.75,3,7,4,0,0,1,[8],0.39285714285714285
99,8,13,"[[0, 1], [0, 3], [0, 5], [0, 6], [0, 7], [1, 4], [1, 6], [2, 5], [2, 6], [4, 5], [4, 7], [5, 6], [5, 7]]",3,"[2, 3, 6, 0, 5, 1, 7, 4]","{""5"": 1, ""0"": 2, ""1"": 3, ""6"": 3, ""2"": 1, ""3"": 2, ""7"": 2, ""4"": 1}",40320,6,out_dataset\three_color\graph_99.png,5,3.25,3,7,6,2,0,1,[8],0.4642857142857143
100,8,10,"[[0, 7], [1, 2], [1, 4], [1, 6], [1, 7], [2, 5], [2, 7], [3, 6], [4, 6], [5, 7]]",2,"[0, 5, 7, 2, 1, 4, 6, 3]","{""1"": 1, ""2"": 2, ""4"": 2, ""7"": 1, ""5"": 2, ""0"": 1, ""6"": 1, ""3"": 1}",40320,4,out_dataset\two_color\graph_100.png,4,2.5,3,6,4,0,0,1,[8],0.35714285714285715
101,8,11,"[[0, 1], [0, 3], [0, 5], [1, 4], [2, 4], [3, 5], [3, 6], [3, 7], [4, 5], [4, 6], [4, 7]]",3,"[0, 1, 5, 3, 4, 6, 7, 2]","{""3"": 1, ""4"": 2, ""5"": 3, ""6"": 3, ""1"": 2, ""7"": 1, ""0"": 1, ""2"": 2}",40320,12,out_dataset\three_color\graph_101.png,5,2.75,3,7,4,1,0,1,[8],0.39285714285714285
102,8,10,"[[1, 2], [1, 4], [1, 6], [2, 3], [2, 4], [3, 7], [4, 6], [4, 7], [5, 6], [6, 7]]",3,"[0, 1, 2, 4, 3, 6, 7, 5]","{""3"": 1, ""4"": 2, ""6"": 3, ""1"": 3, ""2"": 1, ""7"": 2, ""5"": 1, ""0"": 1}",40320,290,out_dataset\three_color\graph_102.png,4,2.5,3,6,5,0,1,2,"[7, 1]",0.35714285714285715
103,8,5,"[[0, 7], [2, 6], [3, 5], [4, 5], [5, 6]]",2,"[0, 1, 2, 6, 7, 3, 5, 4]","{""7"": 1, ""0"": 1, ""6"": 2, ""1"": 2, ""2"": 2, ""3"": 1, ""5"": 2, ""4"": 1}",40320,2320,out_dataset\two_color\graph_103.png,3,1.25,2,2,1,0,1,3,"[5, 2, 1]",0.17857142857142858
104,8,11,"[[0, 2], [0, 3], [0, 7], [1, 3], [1, 6], [2, 5], [3, 4], [3, 5], [3, 6], [4, 6], [5, 6]]",3,"[0, 2, 5, 7, 1, 3, 6, 4]","{""3"": 1, ""7"": 2, ""0"": 1, ""1"": 2, ""5"": 3, ""6"": 3, ""2"": 3, ""4"": 1}",40320,264,out_dataset\three_color\graph_104.png,5,2.75,3,7,4,1,0,1,[8],0.39285714285714285
105,8,8,"[[0, 2], [0, 7], [1, 3], [1, 4], [2, 3], [4, 5], [5, 6], [6, 7]]",2,"[0, 2, 3, 1, 4, 5, 6, 7]","{""0"": 1, ""7"": 1, ""1"": 2, ""2"": 2, ""3"": 2, ""4"": 2, ""5"": 2, ""6"": 2}",40320,512,out_dataset\two_color\graph_105.png,2,2.0,2,8,0,0,0,1,[8],0.2857142857142857
106,8,9,"[[0, 2], [0, 5], [0, 6], [0, 7], [1, 4], [2, 3], [2, 6], [5, 6], [5, 7]]",2,"[1, 3, 4, 2, 6, 0, 5, 7]","{""0"": 1, ""2"": 1, ""3"": 1, ""4"": 2, ""5"": 2, ""6"": 2, ""1"": 2, ""7"": 1}",40320,16,out_dataset\two_color\graph_106.png,4,2.25,3,5,4,0,0,2,"[6, 2]",0.32142857142857145
107,8,11,"[[0, 1], [0, 2], [0, 3], [0, 5], [0, 7], [1, 3], [1, 5], [3, 7], [4, 6], [4, 7], [6, 7]]",3,"[1, 3, 0, 5, 4, 7, 2, 6]","{""0"": 1, ""7"": 2, ""2"": 1, ""3"": 2, ""4"": 3, ""5"": 3, ""1"": 3, ""6"": 3}",40320,396,out_dataset\three_color\graph_107.png,5,2.75,3,7,4,1,0,1,[8],0.39285714285714285
108,8,5,"[[0, 1], [1, 5], [2, 3], [3, 5], [5, 7]]",2,"[0, 1, 2, 3, 5, 4, 6, 7]","{""5"": 1, ""1"": 1, ""2"": 2, ""3"": 2, ""4"": 2, ""6"": 2, ""7"": 1, ""0"": 1}",40320,2008,out_dataset\two_color\graph_108.png,3,1.25,2,3,1,0,2,3,"[6, 1, 1]",0.17857142857142858
109,8,9,"[[0, 1], [0, 2], [1, 2], [1, 3], [1, 5], [2, 3], [2, 5], [3, 4], [4, 6]]",3,"[0, 1, 2, 3, 4, 5, 6, 7]","{""1"": 1, ""2"": 2, ""5"": 1, ""3"": 3, ""4"": 3, ""0"": 2, ""6"": 2, ""7"": 1}",40320,1056,out_dataset\three_color\graph_109.png,4,2.25,3,6,3,0,1,2,"[7, 1]",0.32142857142857145
110,8,6,"[[1, 2], [1, 3], [4, 5], [4, 7], [5, 6], [5, 7]]",2,"[0, 1, 2, 3, 4, 5, 7, 6]","{""2"": 1, ""5"": 1, ""7"": 2, ""1"": 2, ""3"": 2, ""4"": 2, ""6"": 1, ""0"": 1}",40320,784,out_dataset\two_color\graph_110.png,3,1.5,3,4,1,0,1,3,"[4, 3, 1]",0.21428571428571427
111,8,10,"[[0, 1], [0, 2], [0, 3], [0, 6], [1, 2], [1, 5], [1, 7], [2, 3], [3, 5], [4, 7]]",3,"[2, 0, 3, 1, 5, 4, 6, 7]","{""0"": 1, ""1"": 2, ""6"": 1, ""3"": 3, ""4"": 3, ""5"": 3, ""7"": 2, ""2"": 2}",40320,450,out_dataset\three_color\graph_111.png,4,2.5,3,6,4,0,0,1,[8],0.35714285714285715
112,8,11,"[[0, 2], [0, 5], [1, 6], [1, 7], [2, 4], [2, 6], [3, 4], [3, 5], [4, 7], [5, 7], [6, 7]]",3,"[0, 3, 2, 5, 4, 6, 7, 1]","{""2"": 1, ""4"": 2, ""5"": 3, ""3"": 2, ""6"": 1, ""7"": 3, ""0"": 3, ""1"": 1}",40320,134,out_dataset\three_color\graph_112.png,4,2.75,3,8,5,0,0,1,[8],0.39285714285714285
113,8,12,"[[0, 1], [0, 2], [0, 3], [0, 7], [1, 3], [1, 4], [1, 6], [2, 3], [2, 4], [3, 4], [4, 5], [4, 7]]",3,"[2, 3, 0, 4, 1, 6, 7, 5]","{""0"": 1, ""4"": 2, ""1"": 3, ""6"": 3, ""7"": 1, ""3"": 3, ""5"": 2, ""2"": 2}",40320,16,out_dataset\three_color\graph_113.png,5,3.0,3,6,5,1,0,1,[8],0.42857142857142855
114,8,7,"[[0, 1], [0, 2], [1, 6], [1, 7], [2, 5], [3, 4], [5, 7]]",2,"[0, 2, 5, 1, 7, 3, 4, 6]","{""1"": 1, ""6"": 1, ""0"": 1, ""2"": 2, ""3"": 2, ""4"": 2, ""5"": 2, ""7"": 2}",40320,256,out_dataset\two_color\graph_114.png,3,1.75,2,5,1,0,0,2,"[6, 2]",0.25
115,8,8,"[[0, 1], [0, 5], [1, 5], [1, 6], [2, 4], [3, 5], [3, 6], [4, 7]]",2,"[0, 1, 5, 3, 6, 2, 4, 7]","{""1"": 1, ""3"": 2, ""5"": 2, ""6"": 1, ""0"": 2, ""2"": 1, ""4"": 1, ""7"": 1}",40320,96,out_dataset\two_color\graph_115.png,3,2.0,3,6,2,0,0,2,"[5, 3]",0.2857142857142857
116,8,8,"[[0, 2], [0, 3], [1, 2], [1, 7], [2, 4], [3, 4], [3, 6], [5, 7]]",2,"[1, 7, 5, 0, 2, 3, 4, 6]","{""2"": 1, ""1"": 1, ""0"": 2, ""3"": 2, ""4"": 1, ""5"": 2, ""7"": 2, ""6"": 2}",40320,80,out_dataset\two_color\graph_116.png,3,2.0,2,6,2,0,0,1,[8],0.2857142857142857
117,8,7,"[[0, 3], [0, 4], [0, 7], [1, 2], [1, 5], [3, 7], [4, 7]]",2,"[1, 2, 5, 3, 0, 7, 4, 6]","{""0"": 1, ""2"": 1, ""7"": 2, ""1"": 2, ""3"": 2, ""4"": 1, ""5"": 2, ""6"": 1}",40320,208,out_dataset\two_color\graph_117.png,3,1.75,3,5,2,0,1,3,"[4, 3, 1]",0.25
118,8,10,"[[0, 5], [0, 7], [1, 3], [1, 4], [1, 5], [2, 3], [2, 5], [2, 6], [3, 6], [6, 7]]",3,"[0, 4, 1, 5, 2, 3, 6, 7]","{""0"": 1, ""7"": 1, ""3"": 2, ""5"": 3, ""1"": 2, ""2"": 3, ""4"": 2, ""6"": 3}",40320,746,out_dataset\three_color\graph_118.png,3,2.5,3,7,5,0,0,1,[8],0.35714285714285715
119,8,11,"[[0, 1], [0, 2], [0, 5], [0, 7], [1, 4], [1, 7], [2, 3], [2, 6], [2, 7], [3, 7], [5, 7]]",3,"[1, 4, 0, 5, 7, 2, 3, 6]","{""0"": 1, ""5"": 2, ""7"": 3, ""1"": 3, ""2"": 1, ""4"": 2, ""3"": 2, ""6"": 1}",40320,254,out_dataset\three_color\graph_119.png,5,2.75,3,6,4,1,0,1,[8],0.39285714285714285
120,8,8,"[[0, 5], [0, 6], [0, 7], [1, 7], [2, 4], [2, 7], [5, 6], [6, 7]]",2,"[1, 3, 4, 2, 7, 0, 6, 5]","{""7"": 1, ""1"": 1, ""0"": 2, ""2"": 2, ""3"": 2, ""4"": 2, ""6"": 1, ""5"": 2}",40320,52,out_dataset\two_color\graph_120.png,4,2.0,3,5,3,0,1,2,"[7, 1]",0.2857142857142857
121,8,14,"[[0, 1], [0, 4], [0, 5], [0, 6], [1, 5], [2, 3], [2, 6], [2, 7], [3, 4], [3, 6], [3, 7], [4, 7], [5, 6], [5, 7]]",3,"[1, 0, 5, 4, 6, 7, 3, 2]","{""4"": 1, ""6"": 2, ""7"": 3, ""0"": 2, ""3"": 1, ""5"": 3, ""2"": 2, ""1"": 1}",40320,2,out_dataset\three_color\graph_121.png,4,3.5,3,8,7,0,0,1,[8],0.5
122,8,5,"[[0, 1], [0, 2], [1, 5], [3, 7], [4, 6]]",1,"[2, 0, 1, 5, 3, 7, 4, 6]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 1}",40320,48,out_dataset\one_color\graph_122.png,2,1.25,2,2,0,0,0,3,"[4, 2, 2]",0.17857142857142858
123,8,5,"[[1, 3], [2, 5], [2, 6], [3, 7], [4, 5]]",1,"[0, 1, 3, 7, 4, 5, 2, 6]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 1}",40320,24,out_dataset\one_color\graph_123.png,2,1.25,2,3,0,0,1,3,"[4, 3, 1]",0.17857142857142858
124,8,8,"[[1, 2], [2, 5], [2, 6], [3, 4], [3, 5], [3, 7], [4, 5], [6, 7]]",2,"[0, 1, 2, 6, 7, 3, 5, 4]","{""5"": 1, ""2"": 1, ""3"": 2, ""6"": 2, ""7"": 2, ""4"": 2, ""0"": 1, ""1"": 1}",40320,24,out_dataset\two_color\graph_124.png,3,2.0,3,6,3,0,1,2,"[7, 1]",0.2857142857142857
125,8,12,"[[0, 1], [0, 5], [1, 6], [1, 7], [2, 4], [2, 5], [2, 6], [2, 7], [3, 5], [3, 6], [3, 7], [5, 6]]",4,"[0, 1, 2, 5, 6, 3, 7, 4]","{""2"": 1, ""6"": 2, ""1"": 3, ""3"": 4, ""5"": 4, ""7"": 3, ""4"": 1, ""0"": 2}",40320,2908,out_dataset\other_color\graph_125.png,4,3.0,3,7,6,0,0,1,[8],0.42857142857142855
126,8,13,"[[0, 2], [0, 6], [1, 3], [1, 4], [1, 7], [2, 3], [2, 4], [2, 5], [3, 4], [3, 6], [4, 6], [5, 6], [5, 7]]",4,"[0, 2, 3, 4, 5, 6, 1, 7]","{""4"": 1, ""6"": 2, ""3"": 3, ""5"": 4, ""0"": 2, ""1"": 3, ""2"": 4, ""7"": 1}",40320,1288,out_dataset\other_color\graph_126.png,4,3.25,3,8,6,0,0,1,[8],0.4642857142857143
